,age,campaign,previous,target,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,marital_modified_married,marital_modified_single,loan_mod_yes
116,35,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
117,37,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
118,44,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
119,32,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
120,60,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121,36,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
122,51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,36,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
124,46,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
125,30,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
126,33,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
127,36,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
128,27,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
129,37,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
130,50,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
131,37,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
132,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
133,31,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134,30,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
135,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
136,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
137,49,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
138,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
139,30,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
140,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
141,41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
142,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
143,41,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,42,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
145,37,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
146,34,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
147,51,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
148,39,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
149,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
150,39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
151,27,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
152,36,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
153,43,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
154,42,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
155,35,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
156,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
157,47,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
158,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
159,34,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
160,34,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,44,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
162,39,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
163,49,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
164,36,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
165,37,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
166,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
167,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
168,59,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
169,49,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
170,53,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
171,57,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
172,43,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
173,54,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
174,51,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
175,35,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
177,53,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,34,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179,50,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
180,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
181,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
182,27,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
183,44,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
184,29,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
185,42,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
186,31,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
187,29,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
188,60,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
189,28,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
190,28,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
191,40,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
192,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
193,36,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
194,36,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
195,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
196,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
197,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
198,35,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
199,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
200,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
201,44,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
202,34,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
203,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
204,38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
205,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
206,35,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
207,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
208,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
209,41,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
210,37,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
211,38,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
212,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
213,45,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
214,36,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
215,45,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
216,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
217,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
218,40,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,38,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
220,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
221,52,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
222,37,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
223,33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
224,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
225,49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
226,38,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
227,34,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
228,38,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
229,56,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
230,30,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
231,24,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
232,36,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
233,40,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
234,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
235,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
236,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
237,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
238,27,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
239,58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
240,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
241,43,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,34,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
243,27,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
244,53,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
245,44,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
246,30,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
247,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
248,30,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
249,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
250,39,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
251,28,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
252,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
253,50,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
254,59,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
255,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
256,32,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
257,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
258,42,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
259,25,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
260,52,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
261,47,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
262,43,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
263,36,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
264,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
265,56,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
266,55,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
267,55,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
268,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
269,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
270,30,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
271,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
272,50,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
273,26,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
274,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
275,34,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
276,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
277,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
278,37,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
279,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
280,81,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
281,35,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
282,24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
283,33,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
284,32,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
